"","district","col_date","wnv_result","pool_size","year","col_year","doy","weeknum","strata","districtnum","dminus","est"
"5464","brookings",2009-07-31,0,39,2009,2009,212,30,101,3,25.1772420375411,0.0239766009236532
"5465","brookings",2009-07-31,0,50,2009,2009,212,30,101,3,25.1772420375411,0.0239766009236532
"5466","brookings",2007-06-20,0,50,2007,2007,171,24,101,3,-15.8227579624589,0.0058588973351484
"5467","brookings",2007-06-20,0,50,2007,2007,171,24,101,3,-15.8227579624589,0.0058588973351484
"5468","brookings",2007-06-20,0,50,2007,2007,171,24,101,3,-15.8227579624589,0.0058588973351484
"5469","brookings",2011-07-31,0,3,2011,2011,212,31,101,3,25.1772420375411,0.00407884307120251
"5470","brookings",2015-06-02,0,32,2015,2015,153,22,101,3,-33.8227579624589,0.00126018374218136
"5471","brookings",2007-06-20,0,50,2007,2007,171,24,101,3,-15.8227579624589,0.0058588973351484
"5472","brookings",2007-06-20,0,50,2007,2007,171,24,101,3,-15.8227579624589,0.0058588973351484
"5473","brookings",2007-06-20,0,50,2007,2007,171,24,101,3,-15.8227579624589,0.0058588973351484
"5474","brookings",2005-07-28,0,37,2005,2005,209,30,101,3,22.1772420375411,0.0276042887121664
"5475","brookings",2011-06-28,0,2,2011,2011,179,26,101,3,-7.82275796245889,0.000750666815807211
"5476","brookings",2011-06-28,0,9,2011,2011,179,26,101,3,-7.82275796245889,0.000750666815807211
"5477","brookings",2015-06-03,0,37,2015,2015,154,22,101,3,-32.8227579624589,0.00132795359202588
"5478","brookings",2013-07-17,0,50,2013,2013,198,28,101,3,11.1772420375411,0.0870367587225126
"5479","brookings",2017-07-18,0,4,2017,2017,199,29,101,3,12.1772420375411,0.0321800982362543
"5480","brookings",2013-07-21,0,50,2013,2013,202,29,101,3,15.1772420375411,0.10825107357421
"5481","brookings",2013-07-21,0,14,2013,2013,202,29,101,3,15.1772420375411,0.10825107357421
"5482","brookings",2013-07-10,0,50,2013,2013,191,27,101,3,4.17724203754111,0.0587883616581142
"5483","brookings",2013-07-10,0,50,2013,2013,191,27,101,3,4.17724203754111,0.0587883616581142
"5484","brookings",2017-06-15,0,1,2017,2017,166,24,101,3,-20.8227579624589,0.00591397097783123
"5485","brookings",2007-06-20,0,50,2007,2007,171,24,101,3,-15.8227579624589,0.0058588973351484
"5486","brookings",2007-06-20,0,50,2007,2007,171,24,101,3,-15.8227579624589,0.0058588973351484
"5487","brookings",2017-06-15,0,2,2017,2017,166,24,101,3,-20.8227579624589,0.00591397097783123
"5488","brookings",2017-06-15,0,16,2017,2017,166,24,101,3,-20.8227579624589,0.00591397097783123
"5489","brookings",2016-06-16,0,5,2016,2016,168,24,101,3,-18.8227579624589,0.0154579303558318
"5490","brookings",2017-07-07,0,20,2017,2017,188,27,101,3,1.17724203754111,0.0183915599924243
"5491","brookings",2011-07-24,0,22,2011,2011,205,30,101,3,18.1772420375411,0.0028499489115411
"5492","brookings",2011-07-24,0,50,2011,2011,205,30,101,3,18.1772420375411,0.0028499489115411
"5493","brookings",2007-06-20,0,12,2007,2007,171,24,101,3,-15.8227579624589,0.0058588973351484
"5494","brookings",2007-06-20,0,8,2007,2007,171,24,101,3,-15.8227579624589,0.0058588973351484
"5495","brookings",2012-05-23,0,39,2012,2012,144,21,101,3,-42.8227579624589,0.00294276436346163
"5496","brookings",2012-05-23,0,17,2012,2012,144,21,101,3,-42.8227579624589,0.00294276436346163
"5497","brookings",2012-05-23,0,6,2012,2012,144,21,101,3,-42.8227579624589,0.00294276436346163
"5498","brookings",2010-06-29,0,130,2010,2010,180,26,101,3,-6.82275796245889,0.0050363049443338
"5499","brookings",2010-06-29,0,1,2010,2010,180,26,101,3,-6.82275796245889,0.0050363049443338
"5500","brookings",2011-07-01,0,1,2011,2011,182,26,101,3,-4.82275796245889,0.000875691105813411
"5501","brookings",2011-07-01,0,5,2011,2011,182,26,101,3,-4.82275796245889,0.000875691105813411
"5502","brookings",2011-07-01,0,24,2011,2011,182,26,101,3,-4.82275796245889,0.000875691105813411
"5503","brookings",2008-07-09,0,4,2008,2008,191,27,101,3,4.17724203754111,0.0104521659714078
"5504","brookings",2008-07-09,0,16,2008,2008,191,27,101,3,4.17724203754111,0.0104521659714078
"5505","brookings",2016-06-20,0,50,2016,2016,172,25,101,3,-14.8227579624589,0.0193395080879122
"5506","brookings",2016-06-20,0,22,2016,2016,172,25,101,3,-14.8227579624589,0.0193395080879122
"5507","brookings",2016-06-14,0,5,2016,2016,166,24,101,3,-20.8227579624589,0.0138156190571347
"5508","brookings",2016-06-14,0,2,2016,2016,166,24,101,3,-20.8227579624589,0.0138156190571347
"5509","brookings",2016-06-21,0,2,2016,2016,173,25,101,3,-13.8227579624589,0.0204505747193122
"5510","brookings",2007-07-05,0,50,2007,2007,186,26,101,3,-0.822757962458894,0.0123408929314354
"5511","brookings",2007-07-25,0,38,2007,2007,206,29,101,3,19.1772420375411,0.0329129847879448
"5512","brookings",2012-05-27,0,5,2012,2012,148,22,101,3,-38.8227579624589,0.00370854752698223
"5513","brookings",2012-05-30,0,4,2012,2012,151,22,101,3,-35.8227579624589,0.00441046421354712
"5514","brookings",2012-05-30,0,6,2012,2012,151,22,101,3,-35.8227579624589,0.00441046421354712
"5515","brookings",2016-06-15,0,17,2016,2016,167,24,101,3,-19.8227579624589,0.0146140641136626
"5516","brookings",2016-07-27,1,14,2016,2016,209,30,101,3,22.1772420375411,0.139760827854592
"5517","brookings",2019-06-03,0,50,2019,2019,154,22,101,3,-32.8227579624589,0.000743970392971247
"5518","brookings",2016-06-21,0,5,2016,2016,173,25,101,3,-13.8227579624589,0.0204505747193122
"5519","brookings",2016-06-21,0,1,2016,2016,173,25,101,3,-13.8227579624589,0.0204505747193122
"5520","brookings",2015-06-24,0,8,2015,2015,175,25,101,3,-11.8227579624589,0.00398450623151136
"5521","brookings",2016-06-14,0,23,2016,2016,166,24,101,3,-20.8227579624589,0.0138156190571347
"5522","brookings",2019-07-06,0,50,2019,2019,187,26,101,3,0.177242037541106,0.00483864855578065
"5523","brookings",2019-07-06,0,50,2019,2019,187,26,101,3,0.177242037541106,0.00483864855578065
"5524","brookings",2007-07-27,0,1,2007,2007,208,29,101,3,21.1772420375411,0.0362559787968608
"5525","brookings",2019-07-10,0,50,2019,2019,191,27,101,3,4.17724203754111,0.00606694054096988
"5526","brookings",2013-07-05,0,50,2013,2013,186,26,101,3,-0.822757962458894,0.0441391041325164
"5527","brookings",2013-07-06,0,50,2013,2013,187,26,101,3,0.177242037541106,0.0467591404029458
"5528","brookings",2017-06-23,0,6,2017,2017,174,25,101,3,-12.8227579624589,0.00894796807880203
"5529","brookings",2010-06-30,0,143,2010,2010,181,26,101,3,-5.82275796245889,0.00527510908156923
"5530","brookings",2017-06-23,0,8,2017,2017,174,25,101,3,-12.8227579624589,0.00894796807880203
"5531","brookings",2017-06-23,0,4,2017,2017,174,25,101,3,-12.8227579624589,0.00894796807880203
"5532","brookings",2013-06-18,0,29,2013,2013,169,24,101,3,-17.8227579624589,0.0162671011559157
"5533","brookings",2018-06-14,0,50,2018,2018,165,23,101,3,-21.8227579624589,0.00810886501653444
"5534","brookings",2015-07-22,0,50,2015,2015,203,29,101,3,16.1772420375411,0.0170775495213766
"5535","brookings",2012-07-13,0,3,2012,2012,195,28,101,3,8.17724203754111,0.0538242866347788
"5536","brookings",2013-07-17,0,23,2013,2013,198,28,101,3,11.1772420375411,0.0870367587225126
"5537","brookings",2016-07-27,0,1,2016,2016,209,30,101,3,22.1772420375411,0.139760827854592
"5538","brookings",2013-07-01,0,50,2013,2013,182,26,101,3,-4.82275796245889,0.034995947546946
"5539","brookings",2010-06-10,0,1,2010,2010,161,23,101,3,-25.8227579624589,0.00208520338471929
"5540","brookings",2008-07-15,0,27,2008,2008,197,28,101,3,10.1772420375411,0.0144807926004139
"5541","brookings",2010-06-10,0,5,2010,2010,161,23,101,3,-25.8227579624589,0.00208520338471929
"5542","brookings",2008-06-22,0,1,2008,2008,174,25,101,3,-12.8227579624589,0.00412850254217257
"5543","brookings",2011-07-19,0,12,2011,2011,200,29,101,3,13.1772420375411,0.0022055700888357
"5544","brookings",2012-06-05,0,1,2012,2012,157,23,101,3,-29.8227579624589,0.00623534652348887
"5545","brookings",2012-06-05,0,11,2012,2012,157,23,101,3,-29.8227579624589,0.00623534652348887
"5546","brookings",2014-06-17,0,6,2014,2014,168,24,101,3,-18.8227579624589,0.00360686498169405
"5547","brookings",2013-06-20,0,32,2013,2013,171,24,101,3,-15.8227579624589,0.0183178279401408
"5548","brookings",2014-07-04,0,50,2014,2014,185,26,101,3,-1.82275796245889,0.00920377662522989
"5549","brookings",2013-07-24,0,50,2013,2013,205,29,101,3,18.1772420375411,0.127026881727107
"5550","brookings",2014-06-09,0,50,2014,2014,160,23,101,3,-26.8227579624589,0.00231786316279409
"5551","brookings",2011-07-15,0,15,2011,2011,196,28,101,3,9.17724203754111,0.00179647620901656
"5552","brookings",2008-07-28,0,6,2008,2008,210,30,101,3,23.1772420375411,0.0291662460582759
"5553","brookings",2011-07-15,0,2,2011,2011,196,28,101,3,9.17724203754111,0.00179647620901656
"5554","brookings",2007-06-23,0,46,2007,2007,174,24,101,3,-12.8227579624589,0.00680264399465379
"5555","brookings",2010-06-22,0,6,2010,2010,173,25,101,3,-13.8227579624589,0.00364045063805976
"5556","brookings",2013-07-15,0,21,2013,2013,196,28,101,3,9.17724203754111,0.077903288541628
"5557","brookings",2011-07-22,0,50,2011,2011,203,29,101,3,16.1772420375411,0.00257228616416194
"5558","brookings",2015-07-17,0,30,2015,2015,198,28,101,3,11.1772420375411,0.0131900769024947
"5559","brookings",2013-07-24,0,50,2013,2013,205,29,101,3,18.1772420375411,0.127026881727107
"5560","brookings",2010-07-14,0,21,2010,2010,195,28,101,3,8.17724203754111,0.0100753937819264
"5561","brookings",2009-07-20,0,33,2009,2009,201,29,101,3,14.1772420375411,0.0132003572046813
"5562","brookings",2009-07-20,0,50,2009,2009,201,29,101,3,14.1772420375411,0.0132003572046813
"5563","brookings",2007-06-23,0,50,2007,2007,174,24,101,3,-12.8227579624589,0.00680264399465379
"5564","brookings",2009-07-21,0,20,2009,2009,202,29,101,3,15.1772420375411,0.0139398291805252
"5565","brookings",2013-06-23,0,50,2013,2013,174,25,101,3,-12.8227579624589,0.0218776861342211
"5566","brookings",2013-07-17,0,50,2013,2013,198,28,101,3,11.1772420375411,0.0870367587225126
"5567","brookings",2013-07-24,0,50,2013,2013,205,29,101,3,18.1772420375411,0.127026881727107
"5568","brookings",2013-07-12,0,50,2013,2013,193,27,101,3,6.17724203754111,0.0658407949553827
"5569","brookings",2013-07-17,0,50,2013,2013,198,28,101,3,11.1772420375411,0.0870367587225126
"5570","brookings",2014-06-25,0,8,2014,2014,176,25,101,3,-10.8227579624589,0.00560867207429397
"5571","brookings",2018-06-21,0,50,2018,2018,172,24,101,3,-14.8227579624589,0.0108396610744213
"5572","brookings",2013-07-13,0,50,2013,2013,194,27,101,3,7.17724203754111,0.0696551416741951
"5573","brookings",2013-07-13,0,50,2013,2013,194,27,101,3,7.17724203754111,0.0696551416741951
"5574","brookings",2013-07-29,0,50,2013,2013,210,30,101,3,23.1772420375411,0.164452715137612
"5575","brookings",2012-06-08,0,4,2012,2012,160,23,101,3,-26.8227579624589,0.00741195244524294
"5576","brookings",2012-06-08,0,1,2012,2012,160,23,101,3,-26.8227579624589,0.00741195244524294
"5577","brookings",2013-07-29,0,50,2013,2013,210,30,101,3,23.1772420375411,0.164452715137612
"5578","brookings",2011-07-20,0,50,2011,2011,201,29,101,3,14.1772420375411,0.00232161235717487
"5579","brookings",2015-06-11,0,1,2015,2015,162,23,101,3,-24.8227579624589,0.00201887902676735
"5580","brookings",2015-06-11,0,35,2015,2015,162,23,101,3,-24.8227579624589,0.00201887902676735
"5581","brookings",2011-07-20,0,50,2011,2011,201,29,101,3,14.1772420375411,0.00232161235717487
"5582","brookings",2013-07-06,0,50,2013,2013,187,26,101,3,0.177242037541106,0.0467591404029458
"5583","brookings",2013-07-06,0,50,2013,2013,187,26,101,3,0.177242037541106,0.0467591404029458
"5584","brookings",2016-06-28,0,21,2016,2016,180,26,101,3,-6.82275796245889,0.0301744739422723
"5585","brookings",2013-07-18,0,50,2013,2013,199,28,101,3,12.1772420375411,0.0919581704976271
"5586","brookings",2013-07-18,0,50,2013,2013,199,28,101,3,12.1772420375411,0.0919581704976271
"5587","brookings",2013-07-18,0,50,2013,2013,199,28,101,3,12.1772420375411,0.0919581704976271
"5588","brookings",2013-07-13,0,50,2013,2013,194,27,101,3,7.17724203754111,0.0696551416741951
"5589","brookings",2017-07-14,0,6,2017,2017,195,28,101,3,8.17724203754111,0.0262808939172483
"5590","brookings",2011-07-20,0,50,2011,2011,201,29,101,3,14.1772420375411,0.00232161235717487
"5591","brookings",2013-07-06,0,50,2013,2013,187,26,101,3,0.177242037541106,0.0467591404029458
"5592","brookings",2015-07-23,0,25,2015,2015,204,29,101,3,17.1772420375411,0.017980627736001
"5593","brookings",2010-07-21,0,182,2010,2010,202,29,101,3,15.1772420375411,0.0139041601403153
"5594","brookings",2013-07-18,1,50,2013,2013,199,28,101,3,12.1772420375411,0.0919581704976271
"5595","brookings",2008-07-15,0,50,2008,2008,197,28,101,3,10.1772420375411,0.0144807926004139
"5596","brookings",2013-07-11,0,50,2013,2013,192,27,101,3,5.17724203754111,0.0622213540117393
"5597","brookings",2010-07-21,0,26,2010,2010,202,29,101,3,15.1772420375411,0.0139041601403153
"5598","brookings",2013-07-23,0,50,2013,2013,204,29,101,3,17.1772420375411,0.120477676590923
"5599","brookings",2013-07-23,0,50,2013,2013,204,29,101,3,17.1772420375411,0.120477676590923
"5600","brookings",2013-07-23,0,50,2013,2013,204,29,101,3,17.1772420375411,0.120477676590923
"5601","brookings",2013-07-23,1,50,2013,2013,204,29,101,3,17.1772420375411,0.120477676590923
"5602","brookings",2013-07-11,0,50,2013,2013,192,27,101,3,5.17724203754111,0.0622213540117393
"5603","brookings",2016-06-23,0,17,2016,2016,175,25,101,3,-11.8227579624589,0.0228633211719272
"5604","brookings",2013-07-30,0,50,2013,2013,211,30,101,3,24.1772420375411,0.172922423070506
"5605","brookings",2018-06-18,0,50,2018,2018,169,24,101,3,-17.8227579624589,0.00957270405020051
"5606","brookings",2013-07-13,0,50,2013,2013,194,27,101,3,7.17724203754111,0.0696551416741951
"5607","brookings",2011-07-20,0,50,2011,2011,201,29,101,3,14.1772420375411,0.00232161235717487
"5608","brookings",2015-07-15,0,8,2015,2015,196,28,101,3,9.17724203754111,0.0118921716213888
"5609","brookings",2007-07-31,0,28,2007,2007,212,30,101,3,25.1772420375411,0.0439473011934952
"5610","brookings",2017-07-25,0,1,2017,2017,206,30,101,3,19.1772420375411,0.0457088073759868
"5611","brookings",2018-05-30,0,50,2018,2018,150,21,101,3,-36.8227579624589,0.00434430551215954
"5612","brookings",2011-07-20,0,50,2011,2011,201,29,101,3,14.1772420375411,0.00232161235717487
"5613","brookings",2011-07-20,0,14,2011,2011,201,29,101,3,14.1772420375411,0.00232161235717487
"5614","brookings",2013-06-29,0,50,2013,2013,180,25,101,3,-6.82275796245889,0.0311372864894118
"5615","brookings",2011-07-10,0,50,2011,2011,191,28,101,3,4.17724203754111,0.00138995752751751
"5616","brookings",2011-07-10,0,46,2011,2011,191,28,101,3,4.17724203754111,0.00138995752751751
"5617","brookings",2008-07-11,0,50,2008,2008,193,27,101,3,6.17724203754111,0.0116537191898875
"5618","brookings",2008-07-11,0,22,2008,2008,193,27,101,3,6.17724203754111,0.0116537191898875
"5619","brookings",2013-07-30,0,13,2013,2013,211,30,101,3,24.1772420375411,0.172922423070506
"5620","brookings",2013-07-14,0,50,2013,2013,195,28,101,3,8.17724203754111,0.0736730370609546
"5621","brookings",2013-07-14,0,50,2013,2013,195,28,101,3,8.17724203754111,0.0736730370609546
"5622","brookings",2013-07-14,0,50,2013,2013,195,28,101,3,8.17724203754111,0.0736730370609546
"5623","brookings",2018-07-02,0,50,2018,2018,183,26,101,3,-3.82275796245889,0.0170702701871193
"5624","brookings",2018-07-11,0,50,2018,2018,192,27,101,3,5.17724203754111,0.0246872523148437
"5625","brookings",2018-07-11,0,50,2018,2018,192,27,101,3,5.17724203754111,0.0246872523148437
"5626","brookings",2018-07-11,0,50,2018,2018,192,27,101,3,5.17724203754111,0.0246872523148437
"5627","brookings",2008-07-11,0,50,2008,2008,193,27,101,3,6.17724203754111,0.0116537191898875
"5628","brookings",2008-07-11,0,50,2008,2008,193,27,101,3,6.17724203754111,0.0116537191898875
"5629","brookings",2008-07-11,0,32,2008,2008,193,27,101,3,6.17724203754111,0.0116537191898875
"5630","brookings",2013-07-14,0,50,2013,2013,195,28,101,3,8.17724203754111,0.0736730370609546
"5631","brookings",2013-07-14,0,50,2013,2013,195,28,101,3,8.17724203754111,0.0736730370609546
"5632","brookings",2013-07-14,0,50,2013,2013,195,28,101,3,8.17724203754111,0.0736730370609546
"5633","brookings",2013-07-14,0,50,2013,2013,195,28,101,3,8.17724203754111,0.0736730370609546
"5634","brookings",2013-07-14,0,50,2013,2013,195,28,101,3,8.17724203754111,0.0736730370609546
"5635","brookings",2013-07-14,0,50,2013,2013,195,28,101,3,8.17724203754111,0.0736730370609546
"5636","brookings",2007-06-21,0,2,2007,2007,172,24,101,3,-14.8227579624589,0.00615805115163799
"5637","brookings",2005-07-31,0,12,2005,2005,212,31,101,3,25.1772420375411,0.0317884051360274
"5638","brookings",2007-06-21,0,6,2007,2007,172,24,101,3,-14.8227579624589,0.00615805115163799
"5639","brookings",2010-06-08,0,10,2010,2010,159,23,101,3,-27.8227579624589,0.00190012254656742
"5640","brookings",2007-07-27,0,50,2007,2007,208,29,101,3,21.1772420375411,0.0362559787968608
"5641","brookings",2007-06-21,0,50,2007,2007,172,24,101,3,-14.8227579624589,0.00615805115163799
"5642","brookings",2007-06-21,0,50,2007,2007,172,24,101,3,-14.8227579624589,0.00615805115163799
"5643","brookings",2007-06-21,0,50,2007,2007,172,24,101,3,-14.8227579624589,0.00615805115163799
"5644","brookings",2007-06-21,0,50,2007,2007,172,24,101,3,-14.8227579624589,0.00615805115163799
"5645","brookings",2013-07-16,0,50,2013,2013,197,28,101,3,10.1772420375411,0.0823548431712894
"5646","brookings",2016-07-21,1,8,2016,2016,203,29,101,3,16.1772420375411,0.10347045128735
"5647","brookings",2010-06-08,0,2,2010,2010,159,23,101,3,-27.8227579624589,0.00190012254656742
"5648","brookings",2013-07-05,0,50,2013,2013,186,26,101,3,-0.822757962458894,0.0441391041325164
"5649","brookings",2013-07-19,0,50,2013,2013,200,28,101,3,13.1772420375411,0.0971282536119451
"5650","brookings",2010-06-09,0,2,2010,2010,160,23,101,3,-26.8227579624589,0.00199051727863655
"5651","brookings",2008-06-25,0,24,2008,2008,177,25,101,3,-9.82275796245889,0.00486575004425513
"5652","brookings",2013-07-19,0,50,2013,2013,200,28,101,3,13.1772420375411,0.0971282536119451
"5653","brookings",2013-07-15,1,50,2013,2013,196,28,101,3,9.17724203754111,0.077903288541628
"5654","brookings",2013-07-15,0,50,2013,2013,196,28,101,3,9.17724203754111,0.077903288541628
"5655","brookings",2013-07-15,0,50,2013,2013,196,28,101,3,9.17724203754111,0.077903288541628
"5656","brookings",2013-07-15,0,50,2013,2013,196,28,101,3,9.17724203754111,0.077903288541628
"5657","brookings",2012-06-15,0,5,2012,2012,167,24,101,3,-19.8227579624589,0.0110838750698527
"5658","brookings",2018-06-06,0,50,2018,2018,157,22,101,3,-29.8227579624589,0.00581475521549128
"5659","brookings",2016-07-21,0,10,2016,2016,203,29,101,3,16.1772420375411,0.10347045128735
"5660","brookings",2008-07-15,0,42,2008,2008,197,28,101,3,10.1772420375411,0.0144807926004139
"5661","brookings",2016-07-27,0,50,2016,2016,209,30,101,3,22.1772420375411,0.139760827854592
"5662","brookings",2008-07-15,0,50,2008,2008,197,28,101,3,10.1772420375411,0.0144807926004139
"5663","brookings",2013-07-31,0,50,2013,2013,212,30,101,3,25.1772420375411,0.181733464480669
"5664","brookings",2013-07-31,0,50,2013,2013,212,30,101,3,25.1772420375411,0.181733464480669
"5665","brookings",2018-06-11,0,50,2018,2018,162,23,101,3,-24.8227579624589,0.00715877785170154
"5666","brookings",2013-07-31,0,50,2013,2013,212,30,101,3,25.1772420375411,0.181733464480669
"5667","brookings",2011-07-27,0,4,2011,2011,208,30,101,3,21.1772420375411,0.00332344780635913
"5668","brookings",2013-07-19,0,50,2013,2013,200,28,101,3,13.1772420375411,0.0971282536119451
"5669","brookings",2013-07-05,0,50,2013,2013,186,26,101,3,-0.822757962458894,0.0441391041325164
"5670","brookings",2013-07-20,0,50,2013,2013,201,28,101,3,14.1772420375411,0.102556180518227
"5671","brookings",2009-07-29,0,50,2009,2009,210,30,101,3,23.1772420375411,0.0215220559370498
"5672","brookings",2013-07-24,0,50,2013,2013,205,29,101,3,18.1772420375411,0.127026881727107
"5673","brookings",2013-07-20,0,50,2013,2013,201,28,101,3,14.1772420375411,0.102556180518227
"5674","brookings",2017-07-12,0,1,2017,2017,193,28,101,3,6.17724203754111,0.023739895113563
"5675","brookings",2016-07-11,0,15,2016,2016,193,28,101,3,6.17724203754111,0.0612726966460944
"5676","brookings",2015-07-17,0,50,2015,2015,198,28,101,3,11.1772420375411,0.0131900769024947
"5677","brookings",2007-06-23,0,50,2007,2007,174,24,101,3,-12.8227579624589,0.00680264399465379
"5678","brookings",2015-07-17,0,11,2015,2015,198,28,101,3,11.1772420375411,0.0131900769024947
"5679","brookings",2018-07-23,0,50,2018,2018,204,29,101,3,17.1772420375411,0.0401495192845353
"5680","brookings",2016-06-14,0,20,2016,2016,166,24,101,3,-20.8227579624589,0.0138156190571347
"5681","brookings",2013-07-24,0,50,2013,2013,205,29,101,3,18.1772420375411,0.127026881727107
"5682","brookings",2018-07-16,0,50,2018,2018,197,28,101,3,10.1772420375411,0.0302606893953596
"5683","brookings",2010-07-14,0,88,2010,2010,195,28,101,3,8.17724203754111,0.0100753937819264
"5684","brookings",2013-07-19,0,50,2013,2013,200,28,101,3,13.1772420375411,0.0971282536119451
"5685","brookings",2016-07-12,0,48,2016,2016,194,28,101,3,7.17724203754111,0.064634070890222
"5686","brookings",2018-07-11,0,50,2018,2018,192,27,101,3,5.17724203754111,0.0246872523148437
"5687","brookings",2017-07-15,1,6,2017,2017,196,28,101,3,9.17724203754111,0.0276487939886111
"5688","brookings",2018-07-09,0,50,2018,2018,190,27,101,3,3.17724203754111,0.0227497516465598
"5689","brookings",2013-07-17,0,50,2013,2013,198,28,101,3,11.1772420375411,0.0870367587225126
"5690","brookings",2010-06-15,0,2,2010,2010,166,24,101,3,-20.8227579624589,0.00263044630260275
"5691","brookings",2013-07-17,0,50,2013,2013,198,28,101,3,11.1772420375411,0.0870367587225126
"5692","brookings",2013-07-12,0,50,2013,2013,193,27,101,3,6.17724203754111,0.0658407949553827
"5693","brookings",2014-06-25,0,30,2014,2014,176,25,101,3,-10.8227579624589,0.00560867207429397
"5694","brookings",2014-07-12,0,50,2014,2014,193,27,101,3,6.17724203754111,0.0142673861228761
"5695","brookings",2014-07-12,0,50,2014,2014,193,27,101,3,6.17724203754111,0.0142673861228761
"5696","brookings",2014-07-06,0,50,2014,2014,187,27,101,3,0.177242037541106,0.0102718469966527
"5697","brookings",2019-06-17,0,50,2019,2019,168,24,101,3,-18.8227579624589,0.00164778197717666
"5698","brookings",2014-07-12,0,12,2014,2014,193,27,101,3,6.17724203754111,0.0142673861228761
"5699","brookings",2017-06-06,0,1,2017,2017,157,23,101,3,-29.8227579624589,0.00370700311793663
"5700","brookings",2014-06-03,0,1,2014,2014,154,22,101,3,-32.8227579624589,0.00166310644475898
"5701","brookings",2008-07-21,0,26,2008,2008,203,29,101,3,16.1772420375411,0.0200307596709735
"5702","brookings",2008-07-13,0,50,2008,2008,195,28,101,3,8.17724203754111,0.0129915863246285
"5703","brookings",2013-07-25,0,50,2013,2013,206,29,101,3,19.1772420375411,0.13387791206821
"5704","brookings",2013-07-12,1,50,2013,2013,193,27,101,3,6.17724203754111,0.0658407949553827
"5705","brookings",2013-07-17,0,50,2013,2013,198,28,101,3,11.1772420375411,0.0870367587225126
"5706","brookings",2013-07-17,0,50,2013,2013,198,28,101,3,11.1772420375411,0.0870367587225126
"5707","brookings",2016-07-14,0,50,2016,2016,196,28,101,3,9.17724203754111,0.0718770606239747
"5708","brookings",2013-07-25,1,50,2013,2013,206,29,101,3,19.1772420375411,0.13387791206821
"5709","brookings",2011-07-28,0,21,2011,2011,209,30,101,3,22.1772420375411,0.00349809908763746
"5710","brookings",2010-06-17,0,4,2010,2010,168,24,101,3,-18.8227579624589,0.00288645837141267
"5711","brookings",2007-07-30,0,1,2007,2007,211,30,101,3,24.1772420375411,0.0418897487056529
"5712","brookings",2011-07-28,0,14,2011,2011,209,30,101,3,22.1772420375411,0.00349809908763746
"5713","brookings",2011-07-28,0,30,2011,2011,209,30,101,3,22.1772420375411,0.00349809908763746
"5714","brookings",2011-07-28,0,5,2011,2011,209,30,101,3,22.1772420375411,0.00349809908763746
"5715","brookings",2008-07-15,0,50,2008,2008,197,28,101,3,10.1772420375411,0.0144807926004139
"5716","brookings",2013-07-17,0,50,2013,2013,198,28,101,3,11.1772420375411,0.0870367587225126
"5717","brookings",2019-06-19,0,50,2019,2019,170,24,101,3,-16.8227579624589,0.00184588472179543
"5718","brookings",2013-07-25,0,50,2013,2013,206,29,101,3,19.1772420375411,0.13387791206821
"5719","brookings",2019-06-19,0,50,2019,2019,170,24,101,3,-16.8227579624589,0.00184588472179543
"5720","brookings",2010-06-18,0,18,2010,2010,169,24,101,3,-17.8227579624589,0.00302363401436042
"5721","brookings",2014-06-07,0,50,2014,2014,158,22,101,3,-28.8227579624589,0.00207511685735432
"5722","brookings",2010-06-18,0,21,2010,2010,169,24,101,3,-17.8227579624589,0.00302363401436042
"5723","brookings",2010-06-18,0,10,2010,2010,169,24,101,3,-17.8227579624589,0.00302363401436042
"5724","brookings",2010-06-18,0,12,2010,2010,169,24,101,3,-17.8227579624589,0.00302363401436042
"5725","brookings",2013-07-04,0,50,2013,2013,185,26,101,3,-1.82275796245889,0.0416594593878718
"5726","brookings",2016-07-13,1,34,2016,2016,195,28,101,3,8.17724203754111,0.0681664570700467
"5727","brookings",2016-07-20,0,30,2016,2016,202,29,101,3,15.1772420375411,0.0983016058281194
"5728","brookings",2013-07-04,1,50,2013,2013,185,26,101,3,-1.82275796245889,0.0416594593878718
"5729","brookings",2010-06-18,0,23,2010,2010,169,24,101,3,-17.8227579624589,0.00302363401436042
"5730","brookings",2008-07-16,0,5,2008,2008,198,28,101,3,11.1772420375411,0.0152872635102402
"5731","brookings",2018-07-30,0,50,2018,2018,211,30,101,3,24.1772420375411,0.0530929734616603
"5732","brookings",2010-06-19,0,16,2010,2010,170,24,101,3,-16.8227579624589,0.0031673080655099
"5733","brookings",2017-05-29,0,1,2017,2017,149,22,101,3,-37.8227579624589,0.00244568024871769
"5734","brookings",2011-06-30,0,5,2011,2011,181,26,101,3,-5.82275796245889,0.000831860755323662
"5735","brookings",2009-07-30,0,50,2009,2009,211,30,101,3,24.1772420375411,0.0227169701661076
"5736","brookings",2013-07-04,0,24,2013,2013,185,26,101,3,-1.82275796245889,0.0416594593878718
"5737","brookings",2017-05-08,0,2,2017,2017,128,19,101,3,-58.8227579624589,0.000819461618954569
"5738","brookings",2017-05-09,0,1,2017,2017,129,19,101,3,-57.8227579624589,0.000863288908768392
"5739","brookings",2013-07-05,0,50,2013,2013,186,26,101,3,-0.822757962458894,0.0441391041325164
"5740","brookings",2012-06-27,0,2,2012,2012,179,26,101,3,-7.82275796245889,0.021989820140654
